tags,developer,publisher,day,year,price,score
"Shooter,Retro,1990's,Story Rich,Sci-fi,Cyberpunk,Action,Adventure,Pixel Graphics,FPS,Horror,First-Person,Cult Classic,Metroidvania,Great Soundtrack,Atmospheric,Immersive Sim,RPG,Classic,Single-player","Looking Glass Studios, Nightdive Studios",Nightdive Studios,265,2015,9.99,85.0648894
"Shooter,Simulation,Action,Early Access,Space Sim,First-Person,Strategy,Space,Flight,VR,Indie,Single-player,Steam Leaderboards,Sci-fi,Great Soundtrack",Marauder Interactive,Marauder Interactive,306,2016,19.99,84.7827554
"Steam Cloud,Roguelite,Anime,2D,Female Protagonist,Action,Difficult,Side Scroller,Adventure,Indie,Casual,Nudity,Roguelike,Metroidvania,Hack and Slash,Great Soundtrack,Perma Death,Action Roguelike,Souls-like,RPG,Single-player,Roguevania",IceSitruuna,IceSitruuna,285,2019,17.99,73.16110259
"Violent,Survival,Puzzle,Action,Survival Horror,Difficult,First-Person,Strategy,Free to Play,Adventure,Multiplayer,Indie,Single-player,Gore,Horror",DVloper,DVloper,324,2018,4.99,81.68228762
"Steam Cloud,Simulation,Strategy,Historical,Single-player",KOEI TECMO GAMES CO.,KOEI TECMO GAMES CO.,333,2017,59.99,40.63998308
"Steam Cloud,Point & Click,Drama,Family Friendly,2D,Story Rich,Female Protagonist,Narrative,Visual Novel,Adventure,Dating Sim,Indie,Interactive Fiction,Casual,Colorful,Music,Cute,Romance,Stylized,Single-player,Short",Mountains,Annapurna Interactive,44,2020,5.99,88.38891145
"Simulation,Free to Play,Multiplayer,Action,Adventure,Turn-Based,Indie,Hex Grid,Casual,Turn-Based Tactics,Online PvP,Tactical RPG,Tactical,Early Access,Turn-Based Strategy,In-App Purchases,Strategy,Card Game,RPG,PvP,Single-player",Camex Games,Camex Games,31,2018,0,85.43680857
"Steam Cloud,Roguelite,2D,Dark Fantasy,Turn-Based Combat,Adventure,Turn-Based,Indie,Card Battler,Dark,Roguelike,Hand-drawn,Replay Value,Procedural Generation,Roguelike Deckbuilder,Early Access,Strategy,Card Game,RPG,Deckbuilding,Single-player",AYGames,Buka Entertainment,161,2020,19.99,70.49334551
"Steam Cloud,Shooter,Third Person,Sandbox,Multiplayer,Story Rich,Action,Adventure,Third-Person Shooter,Cinematic,Dark,Great Soundtrack,Replay Value,Stealth,Atmospheric,Tactical,Open World,Classic,Cold War,Single-player,Steam Leaderboards,Short",Konami Digital Entertainment,Konami Digital Entertainment,352,2014,19.99,79.32547531
"Steam Cloud,Shooter,Multiplayer,Mechs,Co-op Campaign,Story Rich,Sci-fi,Gore,Action,Controller,Adventure,FPS,Horror,First-Person,Bullet Time,Atmospheric,Co-op,Zombies,Single-player,Steam Leaderboards,Short,Online Co-Op",Day 1 Studios,Warner Bros. Interactive Entertainment,172,2011,19.99,69.06950378
"Steam Cloud,Third Person,Narration,Steam Workshop,Action-Adventure,Story Rich,Shared/Split Screen PvP,Action,Building,Competitive,Top-Down Shooter,Exploration,Online PvP,Stats,Transhumanism,Dark Humor,Conversation,Vehicular Combat,Choose Your Own Adventure,3D,Open World,PvP,Single-player,Choices Matter,Includes level editor,PvE,Funny",Stardock Entertainment,Stardock Entertainment,263,2018,29.99,66.11910791
"Crafting,Sandbox,Multiplayer,2D,Story Rich,Female Protagonist,Survival,Open World Survival Craft,Action,Shared/Split Screen Co-op,Comedy,Adventure,Indie,Action RPG,Co-op,RPG,Open World,Touch-Friendly,Single-player,Top-Down,Funny",Butterscotch Shenanigans,Butterscotch Shenanigans,21,2016,14.99,83.72975695
"Steam Cloud,Multiplayer,Dystopian,Family Friendly,2D,Shared/Split Screen PvP,Action,Puzzle,Shared/Split Screen Co-op,Comedy,Adventure,Indie,Casual,Exploration,Stats,Cute,Great Soundtrack,Platformer,Co-op,Puzzle Platformer,Single-player,Local Co-Op,Funny","Arnaud De Bock, Rémi Forcadell, Alan Zucconi, Calum Bowen",Devolver Digital,24,2019,12.99,91.48985288
"Steam Cloud,2D,Gore,Shared/Split Screen PvP,Action,Shared/Split Screen Co-op,Adventure,Indie,Single-player,Online PvP,Stats,Online Co-op,Beat 'em up,Great Soundtrack,Co-op,Cross-Platform Multiplayer,RPG,4 Player Local,Steam Leaderboards",Ska Studios,Ska Studios,132,2017,9.99,86.94721848
"Early Access,Anime,Free to Play,Online PvP,Single-player,Casual",Jack Tech,Smile Tech,217,2019,0,58.55565863
"Steam Cloud,Shooter,Anime,Multiplayer,Steam Workshop,Blood,Gore,Survival,Psychological Horror,Action,Adventure,Indie,FPS,Horror,Memes,First-Person,Online PvP,Stats,Online Co-op,Co-op,Survival Horror,Single-player,Steam Leaderboards,Illuminati,Funny,Online Co-Op",Big Corporation,Grunge Games LTD,32,2016,0.99,91.53937141
"Action,Destruction,Physics,Soundtrack,Automobile Sim,Multiplayer,Racing,Single-player,Combat Racing,Driving,Vehicular Combat,Arcade,Great Soundtrack",Bugbear Entertainment,Strategy First,232,2008,19.99,80.0928095
"Survival,Action,Third Person,Survival Horror,Cartoony,Action Roguelike,Roguelike,Strategy,Arcade,Adventure,Atmospheric,Indie,Single-player,Action-Adventure,Top-Down,Casual,Horror",Joey Drew Studios,Joey Drew Studios,41,2020,2.99,87.64497212
"Steam Cloud,Sci-fi,Simulation,RTS,Level Editor,Strategy,Space,Stats,Pixel Graphics,Real-Time with Pause,Indie,Single-player,Great Soundtrack,2D,Includes level editor,Tower Defense",Knuckle Cracker,Knuckle Cracker,273,2016,14.99,85.67601289
"Steam Cloud,Simulation,Idler,2D,Dungeon Crawler,Turn-Based Combat,Adventure,Pixel Graphics,Turn-Based,Indie,Casual,Management,Clicker,Hack and Slash,RPGMaker,Fantasy,Strategy,RPG,Loot,Single-player,JRPG",Meta Interaction,Meta Interaction,131,2018,9.99,85.30503525
"Villain Protagonist,Colorful,Simulation,RTS,Building,Comedy,Strategy,God Game,Classic,Sandbox,Stylized,Real-Time with Pause,Single-player,Great Soundtrack,Parody,Management, Base Building,Funny",Elixir Studios,Rebellion,272,2004,9.99,90.44320708
"Steam Cloud,Shooter,Multiplayer,Gore,Survival,Psychological Horror,Action,Hunting,Difficult,Adventure,Indie,FPS,Horror,First-Person,Atmospheric,Co-op,Early Access,Survival Horror,Open World,Single-player",Andrii Vintsevych,Andrii Vintsevych,246,2018,9.99,82.93751459
"Video Production,Action,Audio Production,Software,nan,Utilities,Education,Software Training,Web Publishing",Mirillis,Mirillis,128,2014,39.99,79.48399274
"Steam Cloud,Nudity,RPGMaker,Anime,Steampunk,Memes,Detective,RPG,Adventure,Sexual Content,Multiple Endings,Indie,Single-player,Mature,Female Protagonist,JRPG",Clymenia,Kagura Games,199,2019,14.99,84.58091118
"Steam Cloud,Violent,Time Travel,Anime,Mystery,Multiple Endings,Story Rich,Sci-fi,Psychological Horror,Visual Novel,Psychological,Adventure,Science,Memes,Great Soundtrack,Romance,Atmospheric,Artificial Intelligence,Single-player,Choices Matter",MAGES. Inc.,Spike Chunsoft Co.,128,2018,34.99,91.54566452
"Violent,Simulation,Physics,Sandbox,Gore,War,Sports,Action,Comedy,Medieval,Indie,Casual,Memes,Early Access,Strategy,Single-player,Funny,Dinosaurs",DOG HOGGLER,DOG HOGGLER,53,2018,9.99,78.85030091
"Point & Click,Family Friendly,2D,Story Rich,Sci-fi,Female Protagonist,Psychological Horror,Puzzle,Difficult,Adventure,Indie,Aliens,Exploration,Colorful,Memes,Cute,Great Soundtrack,Atmospheric,RPG,Single-player",What Pumpkin Games,Fellow Traveller,257,2017,7.99,90.61739651
"Automation,Simulation,Multiplayer,Sandbox,Sci-fi,Puzzle,Difficult,Logic,Auto Battler,Competitive,Asynchronous Multiplayer,Indie,Science,Programming,Online PvP,Stats,Education,Robots,Tactical,Artificial Intelligence,Strategy,Cross-Platform Multiplayer,Single-player",GFX47,GFX47,142,2019,14.99,84.47623243
"Steam Cloud,Point & Click,Simulation,Dystopian,Visual Novel,Mystery,Political Sim,Detective,Story Rich,Political,Puzzle,Hacking,Adventure,Indie,Interactive Fiction,Great Soundtrack,Atmospheric,Single-player,Choices Matter",Osmotic Studios,Fellow Traveller,53,2018,9.99,73.74500205
"Crime,Steam Cloud,Shooter,Simulation,Multiplayer,Team-Based,Action,Difficult,Adventure,Indie,FPS,First-Person,Stats,Great Soundtrack,Stealth,Tactical,Co-op,Strategy,RPG,Single-player,Heist,Online Co-Op",OVERKILL Software,Daybreak Game Company,293,2011,14.99,89.60508704
"Steam Cloud,Simulation,Strategy,RPG,Turn-Based,Adventure,Multiple Endings,Dating Sim,Single-player,Martial Arts,CRPG,Casual,Story Rich",Heluo Studio,FHYX（凤凰游戏）,119,2016,16.99,73.8258766
"Steam Cloud,Violent,Simulation,Action,Physics,Strategy,Stats,Sandbox,Multiplayer,Indie,Single-player,Blood,Gore,2D,Casual,Funny",Mana Potion Studios,Mana Potion Studios,354,2016,4.99,81.31196222
"Steam Cloud,Simulation,Agriculture,Farming Sim,Anime,RPG,Life Sim,Adventure,Dating Sim,Multiplayer,Single-player,Casual","TABOT, Natsume Inc.",Natsume Inc.,318,2017,19.99,70.83271765
"Roguelite,Survival,Psychological Horror,Action,Difficult,VR,Indie,Horror,Dark,First-Person,Roguelike,Stealth,Procedural Generation,Atmospheric,Survival Horror,Action Roguelike,Perma Death,Single-player",Team Junkfish,Junkfish Limited,140,2015,17.99,86.31844206
"Steam Cloud,Old School,Shooter,Retro,Multiplayer,2D,Action,Shared/Split Screen Co-op,Difficult,Comedy,Side Scroller,Pixel Graphics,Online Co-op,Local Multiplayer,Great Soundtrack,Platformer,Arcade,Co-op,Classic,Shoot 'Em Up,Single-player,Steam Leaderboards,Local Co-Op,Online Co-Op","SNK CORPORATION, Dotemu",SNK CORPORATION,45,2014,7.99,86.47204493
"Violent,Psychological Horror,Action,First-Person,Adventure,Indie,Single-player,Gore,Horror",RYM GAMES,RYM GAMES,268,2018,14.99,63.04601888
"Violent,Shooter,Third Person,Free to Play,Massively Multiplayer,Multiplayer,Sci-fi,Action,Adventure,FPS,Third-Person Shooter,Online PvP,Online Co-op,MMORPG,Co-op,RPG,Open World,MMO,Looter Shooter",Trion Worlds,Trion Worlds,191,2018,0,43.71573519
"Steam Cloud,Faith,Anime,Female Protagonist,Visual Novel,Dungeon Crawler,Adventure,Turn-Based,Indie,Nudity,Roguelike,Mystery Dungeon,Cute,Great Soundtrack,Fantasy,RPG,Sexual Content,Single-player,JRPG",AQUASTYLE,AQUASTYLE,298,2018,34.99,88.53286451
"Steam Cloud,Point & Click,Retro,1990's,Mystery,Narration,Story Rich,Psychological Horror,Puzzle,Isometric,Adventure,Horror,Dark,Supernatural,Cult Classic,Great Soundtrack,Atmospheric,Surreal,Classic,Single-player,Thriller","Dotemu, DreamForge Intertainment",Dotemu,120,1998,9.99,86.77055381
"Steam Cloud,Roguelite,Third Person,Tabletop,Action,Difficult,Board Game,Adventure,Indie,Action RPG,Roguelike,Hack and Slash,Atmospheric,Roguelike Deckbuilder,Choose Your Own Adventure,Action Roguelike,Fantasy,Card Game,Deckbuilding,RPG,Single-player,Steam Leaderboards",Defiant Development,Defiant Development,48,2015,19.99,86.89942748
"Steam Cloud,Simulation,Retro,Soundtrack,Real Time Tactics,Multiplayer,Steam Workshop,2D,Addictive,Action,Shared/Split Screen Co-op,Moddable,Pixel Graphics,Indie,Casual,Stats,Online Co-op,Replay Value,Tactical,Co-op,Level Editor,Strategy,Zombies,Single-player,Steam Leaderboards,Includes level editor,Local Co-Op","PixelShard, KillHouse Games",KillHouse Games,253,2018,13.99,90.03595206
"Point & Click,Simulation,Mystery,FMV,Narration,Detective,2D,Story Rich,Psychological Horror,Visual Novel,Text-Based,Puzzle,Experimental,Horror,Atmospheric,Surreal,Realistic,Single-player,Choices Matter,Thriller",Kaigan Games,Another Indie,30,2020,7.99,81.46864117
"Shooter,Physics,Sandbox,Team-Based,Military,War,Action,Adventure,Indie,FPS,First-Person,Atmospheric,Tactical,Early Access,Realistic,Strategy,Single-player,Funny",Sandstorm Studios Inc.,Sandstorm Studios Inc.,150,2019,7.99,81.9625606
"Steam Cloud,Story Rich,Dark Fantasy,Difficult,Medieval,Turn-Based Combat,Turn-Based,Adventure,Indie,Captions available,Turn-Based Tactics,Stats,Hand-drawn,Tactical RPG,Great Soundtrack,Atmospheric,Tactical,Turn-Based Strategy,Fantasy,Strategy,RPG,Single-player,Steam Leaderboards,Choices Matter",Stoic,Versus Evil,110,2016,24.99,84.53093527
"Point & Click,2D,Story Rich,Psychological Horror,Puzzle,Action,Psychological,Adventure,Indie,Casual,Horror,Nudity,Memes,Atmospheric,Surreal,Sexual Content,Single-player,Short,Illuminati,Funny","Mario von Rickenbach, Michael Frei",Etter Studio,64,2015,2.99,81.35775786
"Steam Cloud,Puzzle,Nudity,Anime,Hentai,Free to Play,RPG,Sexual Content,Single-player,Mature,Casual,FPS",Double W,Toffee Cafe,171,2020,2.99,73.97929621
"Steam Cloud,Captions available,Exploration,Psychological Horror,Puzzle,First-Person,Mystery,Adventure,Walking Simulator,Indie,Single-player,Great Soundtrack,Story Rich,Includes level editor,Atmospheric,Horror",Loiste Interactive,Loiste Interactive,15,2016,29.99,82.72521756
"Steam Cloud,Violent,Anime,Post-apocalyptic,Mechs,Story Rich,Sci-fi,Gore,Psychological Horror,Visual Novel,Adventure,Casual,Nudity,Crowdfunded,Great Soundtrack,Romance,Kickstarter,Sexual Content,Single-player",aNCHOR Inc.,aNCHOR Inc.,261,2017,39.99,89.21597797
"Steam Cloud,Remake,Point & Click,1990's,Comedy,Classic,Adventure,Cult Classic,Short,Pixel Graphics,Single-player,Great Soundtrack,Story Rich,Atmospheric,Funny","Double Fine Productions, Shiny Shoe",Double Fine Productions,108,2017,14.99,87.76199786
"Steam Cloud,Violent,Visual Novel,Anime,Historical,Adventure,Otome,Dating Sim,Single-player,Cute,Story Rich,Romance,Female Protagonist","Idea Factory, Design Factory",Idea Factory International,236,2017,9.99,82.85930931
"Steam Cloud,Action,Anime,Fantasy,Nudity,Online PvP,RPG,Online Co-op,Character Customization,Multiplayer,Open World,Adventure,Single-player,JRPG,MMORPG",Artdink,BANDAI NAMCO Entertainment,316,2018,19.99,76.76011085
"Steam Cloud,Old School,Shooter,Action,Retro,1990's,First-Person,Classic,Adventure,Pixel Graphics,Single-player,Sci-fi,FPS",LucasArts,LucasArts,46,1995,5.99,84.15766072
"Steam Cloud,Management,Villain Protagonist,Violent,Simulation,Gothic,Dark,Adventure,Foreign,Indie,Single-player,Philosophical,Gore,Horror,Experimental",GameChanger Studio,Toge Productions,67,2018,14.99,66.94826875
"Co-op,Lovecraftian,Board Game,Strategy,Free to Play,Card Game,Adventure,Single-player,Horror",Fantasy Flight Games,Fantasy Flight Games,214,2016,0,84.3128949
"Violent,Shooter,Third Person,Sandbox,Multiplayer,Story Rich,Gore,Action,Adventure,Third-Person Shooter,Cult Classic,Great Soundtrack,Bullet Time,Atmospheric,Western,Classic,Open World,RPG,Single-player",Neversoft,Activision,321,2005,19.99,83.39321218
"Steam Cloud,Anime,Family Friendly,Character Customization,Mechs,Multiple Endings,2D,Story Rich,Sci-fi,Visual Novel,Dating Sim,Colorful,Hand-drawn,Cute,Romance,Choose Your Own Adventure,Relaxing,RPG,Single-player,Choices Matter,JRPG,Funny",PixelFade Inc,PixelFade Inc,235,2016,19.99,89.46945405
"Futuristic,Shooter,Anime,Mechs,Story Rich,Sci-fi,Action,Controller,Bullet Hell,Spectacle fighter,Indie,Destruction,Space,Robots,Great Soundtrack,Arcade,2.5D,Surreal,Shoot 'Em Up,Single-player",Edelweiss,PLAYISM,150,2014,19.99,83.4899946
"Shooter,Free to Play,Massively Multiplayer,Crafting,Multiplayer,Post-apocalyptic,Survival,Action,Adventure,FPS,Exploration,First-Person,Online PvP,Online Co-op,Atmospheric,Co-op,Early Access,Zombies,RPG,Open World,PvP,MMO",Vostok Games,Vostok Games,92,2015,0,51.71425818
"Futuristic,Steam Cloud,Shooter,Multiplayer,Combat Racing,Sci-fi,Shared/Split Screen PvP,Action,VR,Indie,Fast-Paced,Online PvP,Split Screen,Local Multiplayer,Racing,Great Soundtrack,Arcade,Early Access,Classic,Automobile Sim,Single-player,Steam Leaderboards,Combat,Driving",Caged Element Inc.,Wired Productions,310,2018,29.99,82.66203762
"Action,Souls-like,Anime,Difficult,RPG,Adventure,Metroidvania,Indie,Single-player,2D,Platformer,Female Protagonist",Bombservice,DANGEN Entertainment,239,2019,19.99,79.37691989
"Co-op,Old School,Shooter,Simulation,Action,First-Person,Realistic,Strategy,Classic,Multiplayer,Single-player,Military,Stealth,FPS,Tactical","Red Storm Entertainment, Ubisoft Montreal",Ubisoft,77,2003,9.99,85.36452985
"Steam Cloud,Multiplayer,Action,Dark Fantasy,Shared/Split Screen Co-op,Isometric,Dungeon Crawler,Controller,Steampunk,Difficult,Adventure,Indie,Action RPG,Hack and Slash,Co-op,Fantasy,Cross-Platform Multiplayer,RPG,Loot,Single-player,Top-Down,Local Co-Op,Online Co-Op",Haemimont Games,EuroVideo Medien,205,2015,19.99,83.08181085
"Co-op,Shooter,Simulation,Action,Realistic,Free to Play,Historical,Massively Multiplayer,Stats,Flight,World War I,Multiplayer,Military,Single-player,World War II,War",777 Studios,1C-777,248,2013,0,50.21628261
"Steam Cloud,Simulation,Third Person,Physics,Family Friendly,Intentionally Awkward Controls,Action,Difficult,Comedy,Controller,Adventure,Indie,Casual,Beautiful,Cute,3D Platformer,Early Access,Sexual Content,Single-player,Steam Leaderboards,Epic,Funny",Bossa Studios,Bossa Studios,99,2015,12.99,73.92208325
"Steam Cloud,Party-Based RPG,Character Customization,Sandbox,Post-apocalyptic,Sci-fi,Isometric,Turn-Based Combat,Turn-Based,Adventure,Indie,Exploration,Turn-Based Tactics,Space,Tactical RPG,Early Access,Strategy,RPG,Open World,Single-player",Maverick Games,Maverick Games,266,2016,19.99,78.38311353
"Cats,Simulation,Family Friendly,Story Rich,Female Protagonist,Survival,Action,Adventure,Nature,Indie,Casual,Exploration,Beautiful,Cute,Great Soundtrack,Atmospheric,Realistic,Relaxing,Open World,Single-player",Might and Delight,Might and Delight,68,2015,14.99,81.07613653
"Futuristic,Shooter,Free to Play,Massively Multiplayer,Multiplayer,Hero Shooter,Action,Controller,Parkour,Adventure,Casual,FPS,Horror,First-Person,Online PvP,Co-op,In-App Purchases,Cross-Platform Multiplayer,PvP,Open World,Single-player,Funny,Online Co-Op",Gameloft,Gameloft,353,2017,0,59.7011382
"Retro,Multiplayer,Steam Workshop,2D,Action,Shared/Split Screen Co-op,Dungeon Crawler,4 Player Local,Pixel Graphics,Adventure,Indie,Roguelike,Online Co-op,Local Multiplayer,Hack and Slash,Co-op,Level Editor,Fantasy,RPG,Single-player,Includes level editor,Top-Down,Local Co-Op,Online Co-Op",Crackshell,Crackshell,224,2013,9.99,85.14064074
"Shooter,Simulation,Third Person,Massively Multiplayer,Multiplayer,Team-Based,Military,War,Action,Indie,Casual,Flight,Arcade,Tactical,Co-op,Early Access,Realistic,Strategy,Cross-Platform Multiplayer,Open World,Single-player",Klabater,Klabater,285,2017,29.99,74.33036108
"Steam Cloud,Old School,Shooter,Multiplayer,Sci-fi,Mature,Gore,Action,Comedy,Adventure,FPS,Aliens,Nudity,First-Person,Memes,Linear,Stats,Dark Humor,Atmospheric,Classic,Single-player,Steam Leaderboards,Funny",Gearbox Software,2K,164,2011,19.99,65.22788458
"Steam Cloud,Automation,Simulation,Puzzle,Difficult,Programming,Logic,Hacking,Education,Indie,Single-player,Steam Leaderboards,Includes level editor",Zachtronics,Zachtronics,201,2015,6.99,92.39891907
"Futuristic,Steam Cloud,Shooter,Retro,Multiplayer,Steam Workshop,LAN PvP,Combat Racing,Sci-fi,Shared/Split Screen PvP,Action,Difficult,Moddable,Controller,VR,Indie,Fast-Paced,Online PvP,Racing,Great Soundtrack,Atmospheric,Arcade,Co-op,Cross-Platform Multiplayer,Single-player,Steam Leaderboards,Includes level editor,Driving",Neognosis,Neognosis,348,2018,7.99,87.36929287
"Steam Cloud,Violent,Shooter,Steam Workshop,2D,Blood,Gore,Action,Difficult,Side Scroller,Pixel Graphics,Indie,Horror,Dark,Great Soundtrack,Stealth,Platformer,Vampire,Atmospheric,Strategy,Zombies,Single-player,Includes level editor",Hopoo Games,Hopoo Games,74,2016,9.99,90.66025873
"Steam Cloud,Trading,Simulation,Sandbox,Capitalism,Multiplayer,Sci-fi,4X,Economy,Action,Moddable,Management,Captions available,Exploration,Space Sim,Space,Flight,Great Soundtrack,Atmospheric,Strategy,Open World,Single-player",Egosoft,Egosoft,290,2008,15.99,80.39098835
"Steam Cloud,Remake,Old School,Shooter,Retro,1990's,Anime,2D,Sci-fi,Action,Difficult,Controller,Side Scroller,Pixel Graphics,Indie,Robots,Great Soundtrack,Platformer,Classic,Single-player,Steam Leaderboards,1980s",Capcom,Capcom,236,2015,14.99,79.76279408
"Steam Cloud,Kickstarter,Simulation,Building,Moddable,Open World,Automobile Sim,Steam Workshop,Racing,Multiplayer,Single-player,Driving","Invictus Games Ltd., ImageCode",Activision Value Inc.,128,2016,5.99,79.82110066
"Steam Cloud,Retro,Multiplayer,Steam Workshop,Sandbox,Mechs,2D,Action,Moddable,Pixel Graphics,Indie,RTS,Online PvP,Online Co-op,Real-Time with Pause,Robots, Base Building,Co-op,Strategy,Cross-Platform Multiplayer,Single-player,Real-Time",Corroding Games,Corroding Games,195,2017,4.99,90.26068299
"Retro,Anime,Drama,Sandbox,2D,Action-Adventure,Story Rich,Action,Side Scroller,Adventure,Pixel Graphics,Martial Arts,Action RPG,Exploration,Beat 'em up,Great Soundtrack,Atmospheric,RPG,Open World,Single-player,1980s",yeo,yeo,137,2018,14.99,82.10674583
"Steam Cloud,Sports,Simulation,Puzzle,Relaxing,Hentai,Free to Play,Strategy,Stats,Indie,Single-player,Steam Leaderboards,Casual",The Digital Puzzle Company,The Digital Puzzle Company,253,2016,0,70.1455423
"Steam Cloud,Family Friendly,Cartoon,2D,LGBTQ,Action,Turn-Based Combat,Adventure,Turn-Based,Indie,Colorful,Stats,Cute,Great Soundtrack,Fantasy,RPG,Open World,Single-player","Grumpyface Studios, Finite Reflection Studios",Cartoon Network Games,225,2018,24.99,84.50081141
"Steam Cloud,4X,RTS,1990's,Strategy,Classic, Grand Strategy,Single-player,Sci-fi,Shared/Split Screen PvP",Coolhand Interactive,LucasArts,59,1998,5.99,81.53001188
"Steam Cloud,Captions available,Roguelite,Shooter,Action,Perma Death,Action Roguelike,Difficult,First-Person,Roguelike,Funny,Indie,Single-player,Fast-Paced,Procedural Generation,FPS",Crema,Crema,115,2017,19.95,86.95380475
"Steam Cloud,Class-Based,Steam Workshop,2D,Female Protagonist,Traditional Roguelike,Dungeon Crawler,Difficult,Turn-Based Combat,Turn-Based,Pixel Graphics,Indie,Colorful,Turn-Based Tactics,Roguelike,Stats,Mystery Dungeon,Hack and Slash,Great Soundtrack,Procedural Generation,Fantasy,RPG,Single-player,Steam Leaderboards",Impact Gameworks,Impact Gameworks,32,2018,14.99,78.89766417
"Steam Cloud,Futuristic,Shooter,Third Person,Multiplayer,Sci-fi,Action,Isometric,Adventure,Top-Down Shooter,Aliens,Great Soundtrack,Co-op,Strategy,Single-player,Steam Leaderboards,Twin Stick Shooter,Top-Down","343 Industries, Vanguard Games",Xbox Game Studios,346,2014,2.99,76.57735219
"Steam Cloud,Retro,2D,Action-Adventure,Story Rich,Action,Pixel Graphics,Adventure,Indie,Flight,Metroidvania,Great Soundtrack,Cute,Platformer,Atmospheric,Fantasy,Puzzle Platformer,RPG,Open World,Single-player,Steam Leaderboards,Funny",D-Pad Studio,D-Pad Studio,306,2016,24.99,84.87092182
"Third Person,Physics,Family Friendly,Story Rich,Female Protagonist,Action,Puzzle,Comedy,Adventure,Indie,Colorful,First-Person,Stats,3D Platformer,Cute,Platformer,Atmospheric,Co-op,Puzzle Platformer,Single-player,Steam Leaderboards,Funny",Fabio Ferrara,Chubby Pixel,195,2017,4.99,79.98376281
"2D,Traditional Roguelike,Dungeon Crawler,Difficult,Turn-Based,Adventure,Pixel Graphics,Indie,Grid-Based Movement,Roguelike,CRPG,Procedural Generation,Perma Death,Fantasy,Strategy,RPG,Classic,Single-player","Thomas Biskup, Jochen Terstiege, Zeno Rogue, Krzysztof Dycha, Lucas Dieguez",Thomas Biskup,320,2015,14.99,82.09103521
"Free to Play,Massively Multiplayer,Crafting,Family Friendly,Sandbox,Multiplayer,2D,Action,Building,Controller,Adventure,Pixel Graphics,Indie,Online PvP,Online Co-op,Platformer,MMORPG,Co-op,In-App Purchases,Cross-Platform Multiplayer,Open World,MMO,Funny",Kukouri Mobile Entertainment,Kukouri Mobile Entertainment,21,2017,0,67.8859326
"Steam Cloud,Point & Click,Simulation,Mystery,FMV,Drama,Multiple Endings,Detective,Story Rich,Sci-fi,Psychological Horror,Visual Novel,Puzzle,Psychological,Adventure,Horror,Dark,Atmospheric,Immersive Sim,Single-player,Choices Matter,Thriller",Kaigan Games OÜ,Kaigan Games OÜ,299,2017,4.99,88.7313461
"Simulation,Family Friendly,Sandbox,2D,Addictive,Puzzle,God Game,Nature,Adventure,Indie,Casual,Management,Resource Management,Great Soundtrack,Replay Value,Fantasy,Relaxing,Strategy,Single-player,Funny",Abbey Games,Abbey Games,136,2013,9.99,74.82506583
"Steam Cloud,Shooter,Action,Anime,Difficult,Bullet Hell,Classic,Shoot 'Em Up,2D,Single-player,Steam Leaderboards,Female Protagonist,Arcade,Great Soundtrack","CAVE Interactive CO.,LTD.",Degica,316,2015,19.99,89.74312081
"Point & Click,Time Travel,Third Person,Drama,Story Rich,Puzzle,Adventure,Indie,Casual,Cinematic,Beautiful,Great Soundtrack,Romance,Atmospheric,Relaxing,RPG,Walking Simulator,Short,Single-player,Choices Matter",Ovosonico,505 Games,243,2017,19.99,83.33333849
"Steam Cloud,Shooter,Noir,Story Rich,Sci-fi,Mature,Female Protagonist,Action,Steampunk,Downloadable Content,Adventure,Horror,FPS,First-Person,Great Soundtrack,Stealth,Atmospheric,Single-player","Irrational Games, Virtual Programming",2K,84,2014,29.99,79.89565858
"Steam Cloud,Sports,Simulation,Action,Online PvP,Bikes,Motorbike,Open World,Multiplayer,Racing,Single-player",Milestone S.r.l.,Milestone S.r.l.,281,2016,29.99,81.44336855
"Trading,Steam Cloud,Violent,Simulation,Political Sim,Historical,Multiplayer,Sandbox,Economy,Building,Medieval,Life Sim,Management,Colony Sim,Resource Management,Strategy,Politics,RPG,Open World,Single-player,City Builder",Rune Forge,THQ Nordic,209,2010,9.99,76.25026734
"Shooter,Third Person,Free to Play,Massively Multiplayer,Multiplayer,Post-apocalyptic,Sci-fi,Survival,Action,Adventure,FPS,Third-Person Shooter,First-Person,MMORPG,Co-op,Looter Shooter,RPG,Open World,MMO,Online Co-Op",Trion Worlds,Trion Worlds,155,2014,0,73.78052396
"Emotional,Third Person,Multiplayer,Story Rich,Puzzle,Action,Controller,Adventure,Indie,Casual,Colorful,Beautiful,Great Soundtrack,Platformer,Atmospheric,Fantasy,3D Vision,Single-player,Short,Local Co-Op",Starbreeze Studios AB,505 Games,246,2013,14.99,91.89489501
"Steam Cloud,Simulation,Agriculture,Farming Sim,Anime,Cute,Adventure,Single-player,Farming,Casual","Marvelous Inc., Brownies Inc.",BANDAI NAMCO Entertainment,283,2019,49.99,80.38709803
"Steam Cloud,Roguelite,Third Person,Multiplayer,Action,Dungeon Crawler,Difficult,Comedy,Adventure,Indie,Roguelike,Hack and Slash,Great Soundtrack,Procedural Generation,Co-op,Souls-like,Action Roguelike,Perma Death,Fantasy,RPG,Single-player",Harebrained Schemes,Paradox Interactive,183,2016,29.99,61.25689872
